issuingCompany,tradingName,cnpj,api_prefix
NIGP,NOVA INFRAES,21375343000100,NIGP
NMAR,NOVA MARINAS,23398115000181,NMAR
NOMO,NOVA MOBI,44467456000131,NOMO
NVPC,PONTOCOM,9358108000125,NVPC
NOOE,NOVA RIACHO,53731554000125,NOOE
NTSD,NOVANTS,4992714000184,NTSD
NVFE,VENTOFORMOSO,12774042000169,NVFE
NVTE,NVTIANGUA,12773911000130,NVTE
NVTN,TIANGUANORTE,12773953000171,NVTN
NVMC,CHAPEUENERGI,12774017000185,NVMC
NVPE,NOVAVENTOS,12773991000124,NVPE
NBCB,NBCBM,74828799000145,NBCB
NCTA,NOVO CARACOL,48255552000177,NCTA
ODCT,ODEBSA,5144757000172,ODCT
RNPU,NOVOSPARQUE,46574244000189,RNPU
NSDI,NS2,9339936000116,NSDI
OSPV,OSPINVEST,22606673000122,OSPV
NUFN,NUBANK,30680829000143,NUFN
BAHO,NUCLEO BH,41980319000108,BAHO
NFAR,NUFARM,7467822000126,NFAR
NUTR,NUTRIPLANT,51128999000190,NUTR
NVNI,NUVINI S.A.,35632719000120,NVNI
OAMS,O.A.M.S.P.E.,40336996000125,OAMS
OAKH,OAK HOLDING,37863454000104,OAKH
OASP,OAS,14811848000105,OASP
OCHS,OCEAN,19278461000159,OCHS
OCER,OCEANAIR,2575829000148,OCER
OCAT,OCEANIC ATRA,31071677000144,OCAT
OCEA,OCEANICA S.A,29980141000108,OCEA
OPCT,OCEANPACT,9114805000130,OPCT
OCRM,OCRIMSAPRODU,61065199000120,OCRM
OCYA,OCYAN SA,8091102000171,OCYA
ODTB,ODATA,28165685000145,ODTB
FOZM,ODEBRECHTMAC,17002138000122,FOZM
ODBA,ODEBRECHTAMB,9437097000179,ODBA
ODEB,ODEBENER,13079757000164,ODEB
OHPT,ODEBPARTINV,7668258000100,OHPT
ODBS,ODEBRECHTPAR,10904193000169,ODBS
ODBT,ODEBRECHTTRA,10143462000111,ODBT
ODE1,ODESSA,62348597000117,ODE1
ODCF,ODONTOCOMPA,12817681000164,ODCF
ODRH,ODR HEALTH,57842324000194,ODRH
OESD,EOLICA2,14531063000189,OESD
OEST,SENANDESIII,14492568000181,OEST
OESQ,OEAEOLICAIV,14528941000107,OESQ
OEAR,VENTOARAGANO,14492644000159,OEAR
OECP,OEC PAR,57011013000183,OECP
OFTS,OFFICE T,845661000118,OFTS
OIBR,OI,76535764000143,OIBR
OIWI,OIWINDUSTRIA,7212549000199,OIWI
OBIO,OLEOPLAN,88676127000176,OBIO
OLFA,OLFAR S.A.,91830836000179,OLFA
OPEI,OLIMPIO,23982916000190,OPEI
OLIP,OLINDINA,45688565000141,OLIP
OMNG,OMEGA2,14797436000168,OMNG
BPEC,OMNIBM,60850229000147,BPEC
OMTX,OMNI TAXI AE,3670763000138,OMTX
ZTIX,ZATIX TECNOL,3585974000172,ZTIX
ONCO,ONCOCLINICAS,12104241000402,ONCO
OCMD,ONCOMED,132229000180,OCMD
OINN,ONE,19164554000152,OINN
ICSC,OPEA SPE 01,51571299000175,ICSC
OTPA,OPTIPAR PART,6293753000119,OTPA
OPUI,OPUS,5437233000170,OPUI
ODRP,ORSA,10917143000116,ODRP
ORJE,ORANJE SA,60729851000100,ORJE
OBTC,ORANJEBTC,59693110000129,OBTC
ORBQ,ORBI QUIMICA,7704914000182,ORBQ
OENA,ORIGEMALAGOA,34186669000131,OENA
ORIG,ORIGEMENERGI,32021201000161,ORIG
ORVC,ORIGINAL,60894136000114,ORVC
ORIT,ORION,36113075000126,ORIT
ORIB,ORIZON,49909303000110,ORIB
ORMA,ORIZON MA,3279285000130,ORMA
ORVR,ORIZON,11421994000136,ORVR
OSKY,OSAKA,53262367000140,OSKY
OSXB,OSX BRASIL,9112685000132,OSXB
OSXN,OSX,11198242000158,OSXN
OTSL,OT SERVIÇOS,16977223000143,OTSL
ODT9,ODEBRETRANS,12251483000186,ODT9
OURI,OURILANDIA,25298162000189,OURI
OUSA,OURINHOS,55474939000180,OUSA
OPGR,OUROPRETO,11916849000126,OPGR
SNRO,OURO PRETO S,35198517000111,SNRO
OFSA,OUROFINO S/A,20258278000170,OFSA
OXYM,OXYMED COM,57417537000179,OXYM
OZNH,OZN HEALTH,18080368000172,OZNH
PCBU,PACAEMBU CON,96298013000168,PCBU
PACR,PACER,12621274000187,PACR
PGDT,PACTO,26436359000108,PGDT
PADO,PADOVA,51515582000180,PADO
PDTC,PADTEC,2365069000144,PDTC
PADT,PADTECSA,3549807000176,PADT
PADP,PADUA IV,32161916000110,PADP
AVTS,PAG,4533779000161,AVTS
PGSA,PAGRISA,5459177000174,PGSA
PAMP,PAMPAENERGIA,32184487000104,PAMP
PNAT,PANATI HOLD,44507274000147,PNAT
PATI,PANATLANTICA,92693019000189,PATI
PTNA,PANTANAL AGR,4480269000173,PTNA
PANL,PANTHERA,40962266000130,PANL
PAPP,PARAIPABA,52507338000138,PAPP
PRBC,PARANA,14388334000199,PRBC
PREQ,PARANA EQUIP,76527951000185,PREQ
CABP,PARANAGUA,1691945000160,CABP
PRTE,PARANAIBA,17553029000101,PRTE
PMAM,PARANAPANEMA,60398369000479,PMAM
PARY,PARATY G.D.,48963906000138,PARY
PTAZ,PARINTINS AM,32667691000178,PTAZ
PRKE,PARKEMPREE,29641242000146,PRKE
PGNA,PARNAIBAGAS,11230122000190,PGNA
PNBD,PARNAIBA,15743303000171,PNBD
PNBI,PARNAIBAI,11744699000110,PNBI
PIIG,PARNAIBA II,14578002000177,PIIG
UTEP,PARNAIBAIII,10536701000101,UTEP
PRQE,PARQUEDALAGO,15137022000175,PRQE
PQSS,ASSURUAII,19246799000129,PQSS
PQAR,ASSURUA,19246831000176,PQAR
PQER,ASSURUAVII,19246849000178,PQER
JACB,P.E JACOB 02,51200548000116,JACB
PAEO,P.E JACOB 03,51200883000114,PAEO
PANN,P.E JACOB 04,51490598000185,PANN
PARE,P.E JACOB 05,51490603000150,PARE
PQEL,LARANJEIRASI,21816037000162,PQEL
PQLR,LARANJEIRASI,21815934000151,PQLR
PSAN,PARSAN,44854238000150,PSAN
PTGE,PARTAGE EMPR,1987230000159,PTGE
PHMA,PARTPHARMA,13068817000143,PHMA
PAOP,PASA PARANA,2725300000163,PAOP
PASC,PASCHOALOTTO,5500934000106,PASC
PTMA,PATRIMAR,23236821000127,PTMA
PTTC,PATTAC,79704755000127,PTTC
RAIN,PAU RAINHA,34714305000187,RAIN
PAUY,PAUL STRICKE,15376517000157,PAUY
PAXA,PAX INVEST,48533969000154,PAXA
PBAE,PBADMESTACIO,52636412000116,PBAE
PTBL,PORTOBELLO,83475913000191,PTBL
PBHA,PBH ATIVOS,13593766000179,PBHA
PCHV,PCH BV II GE,22091543000102,PCHV
PCHH,PCHHOLDING,11623581000134,PCHH
PDCP,PDCPART,15569107000122,PDCP
PDGS,PDG SECURIT,9538973000153,PDGS
PDGR,PDG REALT,2950811000189,PDGR
PDLS,PDL10,17544492000189,PDLS
PEAG,PEDRAAGRO,71304687000105,PEAG
PDCI,PEDRAI,10883378000134,PDCI
PCII,PEDRAII,10883587000188,PCII
PTES,PEDRAS,10242524000142,PTES
PELD,PELLEGRINO,42580092000176,PELD
PQCN,PEQUENACENTR,13382604000191,PQCN
PCRP,PERSONALCARE,42511759000189,PCRP
PETZ,PETZ,18328118000109,PETZ
PTRA,PETRA,7243291000198,PTRA
PTGD,PETRA GOLD,25243894000171,PTGD
PETR,PETROBRAS,33000167000101,PETR
PGER,PETROLINA PE,47983546000173,PGER
RECV,PETRORECSA,3342704000130,RECV
PTNT,PETTENATI,88613658000110,PTNT
PGAH,PGA ADM,13405231000127,PGAH
CAGE,PGECASCATA,42914980000188,CAGE
GUGE,PGEGUARAÚ,43261542000120,GUGE
PHAG,PHOENIX AGUA,55346267000127,PHAG
PNXT,PHOENIX,20228158000120,PNXT
BHYS,PCOM 0T5 HY,0,BHYS
BLTP,PMCO 15 YRTP,0,BLTP
BSTP,PMCO 1T5 YRT,0,BSTP
BZRO,PCOM 25 YRZC,0,BZRO
BIPZ,PMCO BROAD,0,BIPZ
BCRP,PMCO IGR CPI,0,BCRP
BMFE,PIMCO MF EME,0,BMFE
PIRP,PIRAPORAIIEN,23984342000199,PIRP
PRPO,PIRAPORAII,27219024000192,PRPO
PRPA,PIRAPORAIIIE,23983428000105,PRPA
PPRA,PIRAPORAIVEN,23975390000110,PPRA
PPIX,PIRAPORAIX,23842939000107,PPIX
PRAS,PIRAPOA SOLA,25117259000148,PRAS
PRRV,PIRAPORAV,23842814000179,PRRV
PPVI,PIRAPORAVI,23851950000125,PPVI
PVII,PIRAPORAVII,23852003000159,PVII
PRPX,PIRAPORAX,23842888000105,PRPX
PRAU,PIRAUÍ ENER,44334943000126,PRAU
PSNI,PISANI,87833737000173,PSNI
PITA,PITANGUEIRAS,44870939000182,PITA
PLAE,PLAENGE,2898846000116,PLAE
PLPL,PLANOEPLANO,24230275000180,PLPL
PLNV,PLANOVA PLAN,47383971000121,PLNV
PICP,PLASCARINDUS,50935576000119,PICP
PLAS,PLASCAR PART,51928174000150,PLAS
PTLI,PLASTILIT,80550452000186,PTLI
PLAC,PLATAO CAP,49703913000163,PLAC
PLAZ,PLAZA CRUZ,62077950000171,PLAZ
PGTE,PLUGIFY TECN,23599885000192,PGTE
PMZD,PMZDISTRIBUI,22763502000107,PMZD
PCPL,PNEUBRAS,8678386000105,PCPL
PSLA,PNEUSOLA,17281668000157,PSLA
PLTS,POLATO SEME,44514091000159,PLTS
PLFS,POLO FILMS,26051817000182,PLFS
PLIN,POLO,29510765000153,PLIN
PPAR,POLPAR,59789545000171,PPAR
POMR,POMERWASSER,50675079000129,POMR
PONL,PONTAL 2,57895213000146,PONL
PDME,PONTES DISTR,89171201000165,PDME
PONR,PONTES,59413564000107,PONR
PARJ,PORTALEGREPA,14841199000195,PARJ
PORB,BARCASENERGI,14567884000175,PORB
LLXA,PORTOACU,8807676000101,LLXA
PPEN,PARNAIBAENER,14567883000120,PPEN
POEP,PORTOPARTICP,22960699000174,POEP
PPTE,PORTOPRIMA,7081291000139,PPTE
POSG,SALGADO,14567882000186,POSG
PPLV,PORTOLOC,19091996000116,PPLV
PSSA,PORTO SEGURO,2149205000169,PSSA
MMXP,PORTOBRASIL,8310839000138,MMXP
PSVM,PORTO VM,18494485000182,PSVM
PALO,PORTOA SPE,52930482000182,PALO
PTCE,PORTOCEM,27241084000101,PTCE
PTCR,PORTOCREDCFI,1800019000185,PTCR
PPNV,PORTONAVEPAR,27218997000107,PPNV
PTNV,PORTONAVE,1335341000180,PTNV
PTSG,PORTOSEG,4862600000110,PTSG
POSD,POSIDONIA,12303730000140,POSD
PSTC,POSITIVO ST,9612286000130,PSTC
POSI,POSITIVO TEC,81243735000148,POSI
POTE,POTENGI HOLD,42165941000125,POTE
PSAL,POUSOALEGRE,49942170000184,PSAL
PPLA,PPLA,15073274000188,PPLA
PRAN,PRANA SECUR,52922570000132,PRAN
PTCA,PRATICA,8574411000100,PTCA
PRAV,PRAVALER SA,4531065000114,PRAV
PMAV,PRIMAVCONST,81110124000121,PMAV
PINF,PRIMAV INFRA,21314575000159,PINF
PMIC,PRIMEINC,409834000155,PMIC
RBRE,PRIMEII,13745847000147,RBRE
PSIS,PRIME SISTEM,23741593000142,PSIS
BTOG,DSBSERVICOS,17200699000136,BTOG
DSBG,PRINCIPALDSB,17020505000110,DSBG
PEDD,PRINCIPIA II,51941720000192,PEDD
PEDU,PRINCIPIA,44946561000153,PEDU
PRNR,PRINER,18593815000197,PRNR
PFOR,PRIO FORTE,8926302000105,PFOR
PRIO,PRIO,10629105000168,PRIO
PCCP,PRISMA CAPIT,30948205000164,PCCP
PRVA,PRIVALIA,10464223000163,PRVA
SOLU,PRO SOLUS BR,4779792000103,SOLU
PRMN,PROMAN,2291077000193,PRMN
PFRM,PROFARMA,45453214000151,PFRM
PPGE,PROGEN PROJE,57748204000122,PPGE
PIMB,C2,17253244000189,PIMB
PRLK,PROJETO LAKE,39578864000120,PRLK
PRLG,PROLAGOS,2382073000110,PRLG
PRO0,PROLOG,51423004000113,PRO0
PRPT,PROMPT PART,2992449000109,PRPT
ESPB,PROPERTYBR,10395731000137,ESPB
PROQ,PROQUIGEL,27515154001144,PROQ
SGCE,PROSEGPART,11316844000162,SGCE
PRSL,PROSIMULADOR,13258493000106,PRSL
PRXB,PROSUS N.V.,0,PRXB
PENP,PROTONENERGY,27373249000107,PENP
PROH,PROXXIMA,41013962000162,PROH
PXXM,PROXXIMA TEL,40120343000104,PXXM
PRSS,PRS,48534024000157,PRSS
PRSH,PRUDENSHOPPI,54584404000107,PRSH
PRML,PRUMO,8741499000108,PRML
PPIT,PRUMO PARTIC,22069057000180,PPIT
QUCR,Q1COMERCIAL,9044235000150,QUCR
QISE,QI SECUTII,47805900000170,QISE
QIFI,QI HOLDING,40852432000145,QIFI
QLIT,QLUZ ILUMI,51090771000158,QLIT
QLPA,QLUZ,58771847000150,QLPA
QMCT,QMC TELECOM,13733490000187,QMCT
QCAB,QUALICORPADM,7658098000118,QCAB
QUAL,QUALICORP,11992680000193,QUAL
QCCS,QUALICORSEG,7755207000115,QCCS
QATY,QUALITY,72653009000102,QATY
QUSW,QUALITY SOFT,35791391000194,QUSW
QYAN,QUANTUM MANT,46568486000160,QYAN
QUNT,QUANTUM,28367479000118,QUNT
QRMR,QUARESMEIRA,46016850000189,QRMR
QUEC,QUEBEC,26921551000181,QUEC
QRZG,QGALVAO,2538768000149,QRZG
QGDI,QUEIROZDEV,11535028000140,QGDI
QGSA,QUEIROZGALVA,2538798000155,QGSA
QXDA,QUEIXADA,11896615000164,QXDA
QUEV,QUEVEDOS ENE,8140348000196,QUEV
RPPB,RP PARTICIP,13200049000130,RPPB
REII,R039EXTREMA2,17659081000139,REII
RJEP,R046 RIO JAN,25142831000129,RJEP
RTBD,BANDEIRANTES,60509239000113,RTBD
RADL,RAIADROGASIL,61585865000151,RADL
RESA,RAIZEN ENERG,8070508000178,RESA
RAIZ,RAIZEN,33453598000123,RAIZ
RAND,RANDON SA,89086144001198,RAND
RAPT,RANDON PART,89086144000116,RAPT
RPDO,RAPIDOO PAG,33486241000141,RPDO
RBCC,RBCOMMERCIAL,9272156000104,RBCC
RBHO,RBCAPHOLDING,10140272000140,RBHO
CPRB,RBCAP,20502525000132,CPRB
RBMM,RB COM PROP,13015567000183,RBMM
RMPP,RBCOMPROP61,39540136000120,RMPP
RBDL,RB LTDA,6850713000120,RBDL
RBSA,RBS,68737857000122,RBSA
RCHE,RCHEMPREENDI,38128791000102,RCHE
RCTE,RCS,8220952000122,RCTE
RDAS,RDAIMPORTEXP,12647827000170,RDAS
RDVE,RDVESUBHOLDI,42596330000131,RDVE
REFL,REALEFLOREST,19940052000176,REFL
RSTE,REALESTATE,17947906000110,RSTE
RLZE,REALIZECFI,27351731000138,RLZE
RBRN,REALTYIX,14404274000150,RBRN
RBST,REALTYVII,14404279000183,RBST
REAM,REAMPARTICIP,42273200000168,REAM
REBE,REBSA,9092023000148,REBE
PEEC,RECI,26932203000100,PEEC
PCEE,RECII,26932086000184,PCEE
RCIX,REC2017IX,29206424000199,RCIX
RCVI,REC2017VI,26929617000180,RCVI
RECE,REC2017VII,29194128000115,RECE
RECS,REC 2019 III,32479845000106,RECS
RE43,REC 43,26166079000119,RE43
RE41,REC 41,26166023000164,RE41
RE42,REC 42,26166067000194,RE42
RECC,REC CAJAMAR,24713849000170,RECC
RCAJ,RECCAJAMARIV,26166038000122,RCAJ
RCCA,RECAJAMAR,21967607000115,RCCA
RCPS,REC CIPASA,12855419000104,RCPS
RDCX,REC DUQUE DE,19835035000179,RDCX
EMBU,REC EMBU III,23983062000166,EMBU
GLPI,GLPIPARTICIP,24312932000138,GLPI
RECG,RECGUARULHOS,8730884000141,RECG
RECJ,RECJUNDIAI,22841361000101,RECJ
RLEI,REC LOG 331,8857635000111,RLEI
RCLG,REC LOG 411,7964913000177,RCLG
REEP,REC REGIS EM,24064185000166,REEP
RHAG,RECHAGRICOLA,10209063000106,RHAG
RCSL,RECRUSUL,91333666000117,RCSL
0HQR,REDE7,9021992000108,0HQR
RDOR,REDE D OR,6047087000139,RDOR
REDE,REDE ENERGIA,61584140000149,REDE
REIN,REDE INTEGRA,26563652000128,REIN
RDCD,REDECARD,1425787000104,RDCD
RED0,REDFOOT,53553092000101,RED0
VSIT,VISION ITAOB,36521478000104,VSIT
REFI,MATARIPE,41777706000141,REFI
RIPI,RIOGRANDENSE,94845674000130,RIPI
RPMG,PET MANGUINH,33412081000196,RPMG
DUFR,DUFRIO,1754239000110,DUFR
REFU,REFUA,30638051000104,REFU
CCLS,CICLUS AMBIE,10319900000150,CCLS
RGHS,REGERA,60408635000154,RGHS
RTRT,REITER,10466983000100,RTRT
RLBL,RENAULTBR,913443000173,RLBL
RNSA,RENOSAPART,11693867000196,RNSA
RNEW,RENOVA,8534605000174,RNEW
RNAG,RENOVAGRO AG,7199167000172,RNAG
REVC,RENOVIAS,2417464000123,REVC
RSPA,RS PAULISTA,42768967000168,RSPA
REUS,REUS,51321805000178,REUS
RVEE,REVEE,52841191000118,RVEE
RVLO,REVELO COMPA,37863381000142,RVLO
RVTA,REVITAENG,8623970000155,RVTA
AESL,AES SUL,2016440000162,AESL
RHPY,RI HAPPY,58731662000111,RHPY
RIAC,RIACHO INVES,53705046000172,RIAC
RILM,RIALMAIV,12459354000188,RILM
RIAE,RIALMA SPE,64948494000113,RIAE
RITE,RIALMA IV,44857667000180,RITE
RALM,RIALMA,51715706000170,RALM
RBGE,RGENERGIA,31711512000190,RBGE
RKWS,RIBER,3946067000101,RKWS
RALB,RINCAOALBINO,8147388000160,RALB
RSME,RINCAO S MIG,8147432000131,RSME
RIOC,RIOCANOAS,11316814000156,RIOC
RCEN,RIO CASCA EN,9597979000100,RCEN
RCOR,RIO CORRENTE,5319403000111,RCOR
RCTA,RIO CORTADO,1794426000127,RCTA
REPS,RIO ENERGY P,38126888000186,REPS
IACO,RIOIACO,6990482000150,IACO
RINA,RIO NASCENTE,15718929000128,RINA
RNLO,RIONOVO,4373710000118,RNLO
RIPR,RIO PARANA,23096269000119,RIPR
GEPA,GER PARANAP,2998301000181,GEPA
RPTL,RIOPETROLEOS,20139095000136,RPTL
RUEN,RIO SUCURIU,6981660000187,RUEN
RVEN,RIO VERDE,4487510000196,RVEN
SABP,RIOSANEAMENT,42292007000174,SABP
RFRT,RIOFORTE,42568253000106,RFRT
RISF,RIOMAR SHOPP,12039513000195,RISF
RIVE,RIVER PART,13491779000137,RIVE
RJGT,RJGTIASEC,28655521000104,RJGT
RNCV,RNCOMERCIO,13481309000192,RNCV
RDNI,RNI,67010660000124,RDNI
ROCC,ROCCOHOSP,14252550000102,ROCC
ROCH,ROCHALOGSA,81716144000140,ROCH
RCKS,ROCK SECU,51319586000192,RCKS
RODZ,RODOBENS PAR,56540776000159,RODZ
RBNS,RODOBENS,59981829000165,RBNS
RCIR,CIRASA SA,59970624000184,RCIR
ROPE,VEICULOS,1024914000155,ROPE
RVCS,COMERCIAIS,60812088000178,RVCS
RODC,RODOILDISTRI,7520438000140,RODC
RDVC,RODOVIACATAR,2228721000189,RDVC
COLN,ROD COLINAS,3025305000146,COLN
RODB,RODOVIAS DO,41508382000146,RODB
VIAL,RODOVIASOEST,3497792000140,VIAL
RGCI,ROGGA S.A.,8486781000188,RGCI
0LDP,ROMA,16620114000174,0LDP
RMGL,ROMAGNOLE SA,78958717000138,RMGL
ROMI,ROMI,56720428000163,ROMI
RADP,RONDOBRAS AM,11673145000170,RADP
RCAE,ROSA CATETE,43061782000181,RCAE
RSID,ROSSI RESID,61065751000180,RSID
ROTG,ROTA DA BR,63929444000126,ROTG
RDBR,ROTA DA BR 2,58489142000144,RDBR
ROTB,ROTA BR 364,64025267000116,ROTB
RPAS,ROTA DO PARA,51715500000140,RPAS
RRPM,RRPMCURSOS,3515918000161,RRPM
RTEP,RT071 EMPREE,37678809000187,RTEP
RSVT,RUASINVEST,6101196000197,RSVT
RMCE,RUMO CENTRAL,33572408000197,RMCE
FRRN,ALL NORTE,24962466000136,FRRN
GASC,ALL PAULISTA,2502844000166,GASC
RAIL,RUMO S.A.,2387241000160,RAIL
RVAC,RVACONSTRUCO,36764843000101,RVAC
RZKA,RZK AGRO,7685671000182,RZKA
RZKB,RZKBIOGAS02S,39617594000110,RZKB
RZKS,RZKSOLAR,40062073000122,RZKS
SAUC,USINACORUIPE,12229415000110,SAUC
CRBZ,BRAZILIENSE,1172000180,CRBZ
OESP,OESTADO,61533949000141,OESP
SACV,SACAVALCANTE,8056195000101,SACV
SAQI,SABARAQUIMIC,12884672000196,SAQI
SAGA,SAGA,9102044000105,SAGA
GUAP,SALTOGUASSUP,8147946000197,GUAP
SMTS,SALUM,19739564000179,SMTS
SLUD,SALUSII,13015875000109,SLUD
SLUS,SALUS,9426513000133,SLUS
SAM0,SAMAREN,62519466000155,SAM0
SLUA,SAMAR,16832157000113,SLUA
SAAM,SAMI ASSIST,36567721000125,SAAM
SAMM,SAMM,10665151000112,SAMM
SLPS,SAN LORENZO,56950834000112,SLPS
SANL,SAN LUCCA,57296772000130,SANL
CEMS,SANEAME 100,35662569000105,CEMS
SAAB,AGUASDOBRASI,9266129000110,SAAB
SNGO,GOIAS SANEAM,1616929000102,SNGO
SNSY,SANSUY,14807945000124,SNSY
STCL,SANTA CLARA,1810945000131,STCL
SNTC,SNTC,23538866000156,SNTC
STCO,SANTACOLOMBA,3785640000142,STCO
SCPW,SANTACRUZ,2150533000185,SCPW
SLZG,SANTA LUZ,34745410000183,SLZG
SMPC,SANTA MARIA,77887917000184,SMPC
SSAP,SANTA SOPHIA,54034638000172,SSAP
URSL,SANTAURSULA,12053891000123,URSL
SVTR,VITORIAENERG,18156217000150,SVTR
SVIT,SANTAVITORIA,12094666000135,SVIT
STVI,PALMARI,19869355000140,STVI
SVII,PALMARII,19888311000167,SVII
SIII,PALMARIII,19869512000117,SIII
SNIV,PALMARIV,19888199000164,SNIV
SVIX,PALMARIX,19891491000136,SVIX
STLV,PALMARV,19868433000191,STLV
SNVI,PALMARVI,19944650000113,SNVI
SNII,PALMARVII,19896691000181,SNII
VIII,PALMARVIII,19941770000167,VIII
SVTX,PALMARX,19917214000155,SVTX
SVXI,PALMARXI,20593647000181,SVXI
SXII,PALMARXII,20586118000150,SXII
SNTN,SANTANACFI,5503849000100,SNTN
SCSI,SANTANDER IN,4270778000171,SCSI
PSAF,SANTFINANCEA,3502968000104,PSAF
SUAM,SANTARDER LE,47193149000106,SUAM
STVT,SANTINVESTCF,122327000136,STVT
TAVX,SANTISTA,61520607000197,TAVX
STBP,SANTOS BRP,2762121000104,STBP
STEP,SANTOSENERGI,8685391000137,STEP
BTLM,BARTOLOMEU,26469628000124,BTLM
SCAR,SAO CARLOS,29780061000109,SCAR
SFEN,SAOFRANCISCO,23865997000148,SFEN
CTVL,FRANCIS TEXT,2710680000162,CTVL
SFTE,SAO FRANCISC,31095252000175,SFTE
SGAB,SAO GABRIEL,15186494000118,SGAB
SAJE,SAOJOAOENERG,9591486000154,SAJE
SMTO,SAO MARTINHO,51466860000156,SMTO
AHEB,SPTURIS,62002886000160,AHEB
SRQE,SAO ROQUE,15116321000123,SRQE
SAPE,SAPORE S.A.,67945071000138,SAPE
SRVA,SARAIVAEDUC,50268838000139,SRVA
SABU,SATUS AGER,19371553000189,SABU
SAVC,SAVANA,24706364000150,SAVC
SVXX,SAVIXX,28477685000180,SVXX
SAXC,SAXCFI,7747410000140,SAXC
SBBO,SBBONSUCESSO,9011240000166,SBBO
SBFC,SBF COM PROD,6347409000165,SBFC
SCMR,SC2 MARANHÃO,9653566000197,SCMR
SCLL,SCALADATACER,34562112000158,SCLL
SCLN,SCALINA,61149886000124,SCLN
SCNA,SCANIABM,11417016000110,SCNA
SCGH,SCGIII,15315788000100,SCGH
IVHG,SCG IV HOLDI,19924678000199,IVHG
SCFR,SCHEFFER,11021773000170,SCFR
SHUL,SCHULZ,84693183000168,SHUL
SCMP,SCM,44283333000140,SCMP
DRES,SCOTIABANKBM,29030467000166,DRES
SCRC,SCRIICOMPSEC,41934448000160,SCRC
VNYD,VINEYARDS,28008733000191,VNYD
SSPA,SEABRAS,14081225000124,SSPA
SEBS,SEB EDUCA BR,56012628000161,SEBS
SCID,SECID,43395177000147,SCID
SCAZ,SECULUS,34516088000110,SCAZ
SCIV,SEC VERT SA,33824597000148,SCIV
SEHO,SEEDCORP,20089631000136,SEHO
SLFT,SELF IT HOLD,22902694000195,SLFT
ASAI,ASSAI,6057223000171,ASAI
SENF,SENFFCFI,11970623000103,SENF
STTE,SENSATTO,27135800000176,STTE
SQOI,SEQUOIALOG,11916190000108,SQOI
SEQL,SEQUOIA LOG,1599101000193,SEQL
SEER,SER EDUCA,4986320000113,SEER
OGDS,OMEGA DESENV,42385499000142,OGDS
SRNA,SERENA,42500384000151,SRNA
SEGE,SERENA GER,9149503000106,SEGE
IBPB,IBIAPABA,29554549000100,IBPB
SDMH,SERRA DO MEL,30342595000124,SDMH
SERS,SERRA DO SER,35785876000175,SERS
SERI,SERRA F,43386975000102,SERI
SRRH,SERRAS,20917721000178,SRRH
SRNV,SERTAOENERGI,17613432000170,SRNV
SRTI,SERTAOISOLAR,23907723000174,SRTI
SB19,SERTÃOXIX,47239137000167,SB19
SB15,SERTÃOXV,47465916000180,SB15
SB16,SERTÃOXVI,47388583000133,SB16
SB17,SERTÃOXVII,47388621000158,SB17
SB18,SERTÃOXVIII,47316553000111,SB18
SB20,SERTÃOXX,47289242000100,SB20
SB21,SERTÃOXXI,47239099000142,SB21
SRVG,SERVENG,48540421000131,SRVG
STAH,SETAH,19560282000100,STAH
STLC,SETELOCSA,20611180000236,STLC
SFNO,SF 809,55504603000112,SFNO
SFDE,SF 810,55504923000172,SFDE
SFON,SF 811,55504820000102,SFON
SFDO,SF 812,55504976000193,SFDO
SFPS,SF 813,55534717000105,SFPS
SFHH,SFH HOLDING,62100537000180,SFHH
GNRL,SGFINANCEAM,62816426000175,GNRL
EBIG,SHOPCIDADAO,7917303000112,EBIG
SMIT,SHOPP ITAQUE,53059254000141,SMIT
SMTP,TATUAPE,59595591000130,SMTP
SHOU,SHOULDER,43470566000190,SHOU
SIAG,SIERENTZ,7634590000153,SIAG
SIFC,SIFCO,60499605000109,SIFC
SITR,SILVANIAENER,41554993000120,SITR
SIMK,SIMAK,45754044000145,SIMK
SIMO,SIMÕES TRANS,31326865000176,SIMO
SIMH,SIMPAR,7415333000120,SIMH
SWLS,SIMPLEWAYLOC,2763931000177,SWLS
SNAR,SINART SOCIE,13534698000177,SNAR
SINO,SINOSSERRACF,22639377000128,SINO
SPCM,SIPCAMNICHIN,23361306000179,SPCM
SIAC,SISTAC,832397000188,SIAC
ELIT,ELITE ENSINO,14011425000100,ELIT
SLOU,LOURENCO,18580161000167,SLOU
SKIN,SKINSTORE SA,12979552000172,SKIN
SKME,SKM EMP PART,35403949000117,SKME
SKMK,SKM KIOTO,49947694000168,SKMK
SKMT,SKM TOKIO,49947660000173,SKMT
SKYS,SKYSITES S/A,16642469000164,SKYS
SLAD,SL ADMIN,11915507000191,SLAD
SLCE,SLC AGRICOLA,89096457000155,SLCE
SL09,SLC PARTICIP,90522921000107,SL09
SMRR,SMARTRIO,11135814000150,SMRR
SMRJ,SMART RJ CON,36125692000141,SMRJ
SMAH,SMARTNET,4797621000107,SMAH
SMFT,SMART FIT,7594978000178,SMFT
SNBP,SNB PARTICIP,73903718000161,SNBP
SOAR,SPENIDOCONC,10291050000129,SOAR
SPND,SOARES,45083219000130,SPND
SISE,SOBRALSOLAR,23912366000132,SISE
SOCS,SOCICA,43217280000105,SOCS
